Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
"Yeah, but, I don't do that anymore. I got kinda sick of it, and then I couldn't come up with anything good, so they fired me.",Leslie,Neutral,2,10
"Hmm, bummer.",Phoebe,Sad,2,11
"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you'd want to get back together?",Leslie,Peaceful,2,12
No. But thanks.,Phoebe,Neutral,2,13
Aw come on Phoebe would you just think about it?,Leslie,Peaceful,2,14
Okay. No. But thanks.,Phoebe,Neutral,2,15
"Okay, ah, see ya Pheebs.",Leslie,Neutral,2,16
"Wow, that was kinda brutal.",Joey,Powerful,2,17
"Well okay, let this be a lesson to all of you, all right. Once you, once you betray me, I become like the ice woman, y'know. Very cold, hard, unyielding, y'know nothing, nothing can penetrate this icy exterior. Can I have a tissue, please?",Phoebe,Sad,2,18
"Yeah, sure.",Monica,Neutral,2,19
Someone in there?,Gunther,Neutral,3,1
No. This is just part of a dare devil game that I play called 'wait until the last moment before I burst and die.',Chandler,Mad,3,2
"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",Chandler,Peaceful,3,4
"Someone was in the lady's room, I couldn't wait. I left the lid up for ya though.",Woman,Peaceful,3,5
"Y'know what Gunther, go ah, go ahead, I'm-I'm talking to ah, . This is the part where you say your name.",Chandler,Peaceful,3,7
Ginger.,Woman,Peaceful,3,8
"Ginger. I'm talking to Ginger, so....",Chandler,Powerful,3,9
Don't you have to use the bathroom?,Ginger,Neutral,3,10
"Nope, nope, I'd just ah, I'd rather talk to you. Yes, I do. Yes, I do have to go to the bathroom.",Chandler,Scared,3,11
Someone in here.,Gunther,Powerful,3,12
Where's Chandler?,Phoebe,Neutral,4,1
"Ah, he can't make it, he said he had to his... Whoa-oh!",Joey,Scared,4,2
Joey? Joey Tribbiani?,Ginger,Scared,4,3
Joey I can see you okay? You're hiding behind the coats.,Ginger,Scared,4,5
"Phew, close one.",Joey,Mad,4,7
Hi.,Ross,Joyful,5,1
"Hi, sweetie!",Rachel,Joyful,5,2
Hello.,Ross,Joyful,5,3
"Hi, Ross.",Mark,Joyful,5,4
"Yeah, huh.",Ross,Joyful,5,5
I've got some bad news.,Rachel,Sad,5,6
What?,Ross,Scared,5,7
"I can get a quick bite to eat, but then I have to come back up here.",Rachel,Neutral,5,8
"Come on sweetie! You've had to work late every night for the past two weeks, what is it this time?",Ross,Peaceful,5,9
"Actually, it's kinda my fault. I-I quit today.",Mark,Scared,5,10
"But work comes first! Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya?",Ross,Sad,5,11
"Nooo, he's leaving for a better job.",Rachel,Scared,5,12
"Oh well that's great, so I guess this is ah, this is good bye then. Huh? Good bye.",Ross,Peaceful,5,13
"Okay, then.",Mark,Peaceful,5,14
Okay.,Ross,Peaceful,5,15
Well we're gonna miss you around here.,Rachel,Sad,5,16
"Yeah, me too.",Mark,Sad,5,17
"So, see ya on Saturday.",Mark,Peaceful,5,19
"Yeah, you bet.",Rachel,Peaceful,5,20
"Well, that's the best kiss I've had with anyone I've ever met in a men's room.",Chandler,Joyful,7,1
"Actually, me too.",Ginger,Joyful,7,2
"Op, foot in a puddle, foot all in a puddle.",Chandler,Mad,7,3
"Oh damn, I hate that.",Ginger,Mad,7,4
"Yeah, we're gonna have to get you out of those shoes.",Chandler,Joyful,7,5
"Oh, don't worry about it.",Ginger,Peaceful,7,6
"No, really you're gonna freeze.",Chandler,Sad,7,7
"No, I'm not.",Ginger,Neutral,7,8
"You're not, what do you, what do you got a bionic foot?",Chandler,Neutral,7,9
"Some day, maybe.",Ginger,Neutral,7,10
Funny book?,Rachel,Neutral,8,1
"Hmmm. Oh, no, no, I just thinking about something funny I heard today. Umm, Mark, Mark saying 'I'll see you Saturday.'",Ross,Neutral,8,2
"Yeah, at the lecture, I told you that last week, you said you didn't mind.",Rachel,Neutral,8,3
"Oh, no, no, no, it's-it's not the lecture ah, I mind, umm....",Ross,Neutral,8,4
"Oh, please tell me it's not because I'm going with Mark.",Rachel,Mad,8,5
"Oh, well...",Ross,Neutral,8,6
Oh my God!!! Ross!!,Rachel,Mad,8,7
"Well, I'm sorry, but ah, look if you're not working with him anymore, why do you have to still do stuff with him?",Ross,Mad,8,8
"Because, he's my friend.",Rachel,Mad,8,9
"Okay, but do you really need another friend? I mean...",Ross,Mad,8,10
"Okay, well if I stop playing with Joey and Chandler, can I play with Mark?",Rachel,Mad,8,11
Is that funny? Am I supposed to be laughing?,Ross,Mad,8,12
"I don't know, you thought 'See you Saturday' was funny. Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.",Rachel,Mad,8,13
Pa-haa!! I would love to go with you.,Ross,Joyful,8,14
Really!?,Rachel,Joyful,8,15
"Yeah, hey I-I have clothes, I even pick them out. I mean for, for all you know I could be a fashion..... monger.",Ross,Joyful,8,16
"Okay. Honey, I would love for you to go with me. What?",Rachel,Joyful,8,17
"What should I wear, now I'm all nervous.",Ross,Scared,8,18
Y'know they say a watched pot never beeps.,Monica,Powerful,9,1
"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.",Phoebe,Scared,9,2
Phoebe why don't you just call her? You obviously want to.,Monica,Neutral,9,3
You think you know me so well.,Phoebe,Mad,9,4
"Well, don't 'cha wanna?",Monica,Peaceful,9,5
Yeah.,Phoebe,Peaceful,9,6
"Okay, well I do know you.",Monica,Peaceful,9,7
That's what I said.,Phoebe,Peaceful,9,8
Well so?,Monica,Powerful,9,9
"I can't. I can't. She dumped me, I mean I totally trusted her and then one day it was 'Okay, bye Pheebs' gone. Y'know what the saddest part is, when we were playing together, that was like the most fun I've ever had in like all my lives.",Phoebe,Scared,9,10
"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.",Phoebe,Joyful,12,1
"Wow, that's great.",Leslie,Joyful,12,2
"Oh, yeah!",Phoebe,Joyful,12,3
"Y'know you could totally sell this. It'd be perfect for like umm, a kitty litter campaign.",Leslie,Peaceful,12,4
"I..., a jingle? No, no-no-no, no.",Phoebe,Joyful,12,5
What? Why not? You could make a ton of money.,Leslie,Neutral,12,6
"Okay, well if I was in this for the money, I'd be a millionaire by now, y'know. You just got to get out of that jingle head sweetie.",Phoebe,Powerful,12,7
"Aw, you're right, you're right. I'm sorry.",Leslie,Sad,12,8
"That's okay. All right, I'm gonna play song that's really, really sad. It's called Magician Box Mix Up.",Phoebe,Neutral,12,9
Hi!,Monica,Joyful,14,1
Hey.,Chandler,Joyful,14,2
"Oh, can I borrow this? My milk's gone bad.",Monica,Joyful,14,3
"Oh, I hate that. I once had a thing of half and half, stole my car.",Chandler,Powerful,14,4
"So umm, how was your date with Ginger?",Monica,Joyful,14,5
"Great. It was great. She's ah, she's great, great looking, great personality, she's greatness.",Chandler,Joyful,14,6
"Sounds like she's got the ah, whole package.",Monica,Joyful,14,7
"Joey told you about the leg, huh?",Chandler,Neutral,14,8
Uh-huh.,Monica,Powerful,14,9
"Oh God, it freaked me out. Okay, I know it shouldn't have, but it did. I mean I like her, I don't want to stop seeing her, but every so often it's like 'Hey, y'know what, where's your leg?' I mean I'm the smallest person in the world aren't I? I'm the smallest person in the world.",Chandler,Powerful,14,10
Morning.,Joey,Joyful,14,11
Actually he's the smallest person in the world.,Chandler,Powerful,14,12
Heard about the leg burnin' huh?,Joey,Peaceful,14,13
It came up.,Chandler,Neutral,14,14
"Listen, I ah, I know it's a longshot. But, by any chance did she find that funny?",Joey,Sad,14,15
So I nodded off a little.,Ross,Sad,15,1
Nodded off!! Ross you were snoring. My father's boat didn't make that much noise when it hit rocks!,Rachel,Mad,15,2
Come on! Forty-five minutes! Forty-five minutes the man talked about strappy backed dresses.,Ross,Mad,15,3
"Well okay, how about four hours in a freezing museum auditorium listening to Professor Pitstains and he's 'Hey everybody! Remember that thing that's been dead for a gazillion years. Well there's this little bone we didn't know it had!'",Rachel,Mad,15,4
"First of all it's Professor Pittain! And second of all, that little bone, proved that, that particular dinosaur had wings, but didn't fly.",Ross,Mad,15,5
"Okay, see now, what I just heard, blah-blah-blah, blah-blah-blah-blah-blah, blah-blah-blah, blah, blah.",Rachel,Mad,15,6
"Y'know what, 100 million people went to see a movie about what I do, I wonder how many people would go see a movie called, Jurassic Parka.",Ross,Mad,15,7
"Oh, that is so...",Rachel,Mad,15,8
"No-no-no, a bunch of out of control jackets take over an island.",Ross,Joyful,15,9
"Y'know if what I do is so lame, then why did you insist on coming with me this morning? Huh? Was it so I just wouldn't go with Mark?",Rachel,Scared,15,10
"No. I... I wanted to be with you. I don't know, I feel like lately, I feel like you're slipping away from me, y'know. With this new job, and all these new people, and you've got this whole other life going on. I-I-I know it's dumb, but I hate that I'm not a part of it.",Ross,Sad,15,11
"It's not dumb. But, maybe it's okay that you're not a part of it. Y'know what I mean? I mean it's like, I-I-I like that you're not involved in that part of my life.",Rachel,Peaceful,15,12
That's a little clearer.,Ross,Neutral,15,13
"Honey see, it doesn't mean that I don't love you. Because I do. I love you, I love you so much. But my work it's-it's for me y'know, I'm out there, on my own, and I'm doing it and it's scary but I love it, because it's mine. I, but, I mean is that okay?",Rachel,Peaceful,15,14
"Sure, I-I-I...",Ross,Scared,15,15
Your thinking about my leg aren't you?,Ginger,Neutral,16,1
"No. No. Actually I forgot, what is the deal with that again?",Chandler,Peaceful,16,2
It's okay if it bothers you. Really. I mean the only thing I need to know is 'how much it bothers you?' because I don't like wasting my time. Am I wasting my time?,Ginger,Sad,16,3
No. No. I don't think so.,Chandler,Neutral,16,4
"Okay. It's just like anything else, you just have to get used to it.",Ginger,Neutral,16,5
What's that?,Ginger,Neutral,16,7
That's-that's my nubbin.,Chandler,Neutral,16,8
What's a nubbin?,Ginger,Neutral,16,9
"It's kinda a ah, a third nipple kinda thing.",Chandler,Peaceful,16,10
You have three nipples?,Ginger,Neutral,16,11
"Well, y'know two regulars. And ah one that barely qualifies as... Ahh, what?",Chandler,Joyful,16,12
"Nothing. I, I just remembered I have to leave.",Ginger,Scared,16,13
"You ah, you have, you have to leave, now? How come?",Chandler,Sad,16,14
"Ah well, it's nubbin. Nothing! Umm. Y'know what, I'll see you later. Okay.",Ginger,Scared,16,15
"Oh, I thought you weren't coming. What? Where were you?",Phoebe,Scared,17,1
"Come here, come here. Okay, don't get mad, okay.",Leslie,Scared,17,2
"Okay, don't give me a reason to get mad, okay",Phoebe,Mad,17,3
"I played Smelly Cat for the people at my old ad agency, they went nuts.",Leslie,Joyful,17,4
"No, look, I told you that I didn't want you to try and sell it, and you just, you big fat did it anyway. God, y'know what, I think five years ago I probably would've done anything to play with you but, I can do it by myself. And if I can't trust you then just forget it.",Phoebe,Mad,17,5
"No, no, I don't want to forget it.",Leslie,Sad,17,6
"Okay y'know what you have to choose. All right, if-if the most important thing on the planet to you is this cat poopy thing then, okay you can have Smelly Cat, but we won't be partners. So what's it gonna be?",Phoebe,Mad,17,7
"Problem odour in the litter box? Don't change your kitty, change your kitty litter.",Commercial,Neutral,18,1
"Sorry, Pheebs.",Monica,Sad,18,3
Yeah. You okay?,Joey,Neutral,18,4
"Yeah. I actually am, yeah. Y'know life-life's gonna had you all kinds of stuff, y'know you learn your little lessons and hopefully you grow. Wanna hear a new song?",Phoebe,Neutral,18,5
Yeah.,Joey,Neutral,18,6
We'd love too.,Monica,Joyful,18,7
Okay. 'Jingle bitch screwed me over! Go to hell jingle whore! Go to hell Go to hell. Go to hell-hell-hell.' That's all I have so far.,Phoebe,Mad,18,8
Well hello!,Chandler,Joyful,19,1
Where have you been?,Joey,Neutral,19,2
The doctor.,Chandler,Neutral,19,3
Is everything okay?,Ross,Neutral,19,4
"Oh yes! Just had me a little nubbin-ectomy. Yep! Two nipples, no waiting.",Chandler,Joyful,19,5
Wow! It's like Rachel in High School.,Monica,Joyful,19,6
What?!!,Rachel,Mad,19,7
"Come on! Come on, I was kidding! It was such an obvious joke!",Monica,Joyful,19,8
"That was an obvious joke, and I didn't think of it. Why didn't I think of it? The source of all my powers. Oh dear God, what have I done!",Chandler,Powerful,19,9
Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,Chandler,Neutral,2,1
Can I help you?,Issac,Powerful,2,2
Uh-oh.,Chandler,Scared,2,3
"Uh, y'know what, we're having second thoughts about our copying needs. And we'll need a little more time to think about it.",Joey,Scared,2,4
"Chloe, switch with me, there's some guys here that got a crush on you.",Issac,Powerful,2,5
"Okay, that hurt us.",Chandler,Mad,2,6
Hi guys. I haven't seen you since this morning.,Chloe,Neutral,2,7
"Well ah, ........y'know.",Chandler,Neutral,2,8
"Hey, what are you guys doing tomorrow night?",Chloe,Joyful,2,9
Both of us?,Joey,Joyful,2,10
Maybe. Does that scare ya?,Chloe,Joyful,2,11
Relax. It's just Issac's D.J.-ing at the Philly. You should come.,Chloe,Joyful,2,13
We'll be there.,Joey,Joyful,2,14
"Great. I'll ah, see ya then.",Chloe,Joyful,2,15
"All right, rock on.",Chandler,Joyful,2,16
"He's says, 'Walking with you makes this strange city, feel like home.'",Mischa,Neutral,3,2
"Me too. Although this city is my home, so. So that's dumb what I said, don't tell him I said that. Umm, you make something up. Nice, thank you. This is me. Here.",Phoebe,Neutral,3,3
Your eyes are very pretty.,Mischa,Neutral,3,5
"Thank you, very much! Oh! Thank you!",Phoebe,Joyful,3,6
He would like to kiss you.,Mischa,Joyful,3,8
"Okay, y'know what, you don't have to do that now. No-no-no-no!! Not him, you don't! Well the moment's over.",Phoebe,Joyful,3,9
Oh.,Phoebe,Mad,3,11
Oy!,Mischa,Neutral,3,12
See there it is right there.,Phoebe,Neutral,4,1
Wow! It's small.,Monica,Joyful,4,2
Yeah. But Sergei said it took the Germans six weeks to get all the way across it.,Phoebe,Neutral,4,3
"So you had fun, huh?",Monica,Neutral,4,4
"Yeah. Except for, y'know when you're on a date and you're getting along really great but the guy's translator keeps getting in the way.",Phoebe,Sad,4,5
No.,Monica,Neutral,4,6
Hey.,Ross,Neutral,4,7
Hey.,Monica,Neutral,4,8
"What is ah, Rach in her room?",Ross,Neutral,4,9
"Oh no, she's still at work, but she told me to tell you to call her.",Monica,Neutral,4,10
Oh what?! Is she gonna cancel on me again?! How can she do this? Doesn't she know it's our anniversary?,Ross,Mad,4,11
"All right ah, Ross, this is the extent of my knowledge on the subject. Call Rachel.",Monica,Neutral,4,12
What's that on the bottom?,Ross,Neutral,4,13
"Oh that's my doodle of a ladybug, with a top hat. She's fancy.",Monica,Joyful,4,14
Hello.,Rachel,Neutral,4,16
"Hey, honey.",Ross,Neutral,4,17
"Oh, hi.",Rachel,Neutral,4,18
"Hey, what's going on?",Ross,Neutral,4,19
"Well, there was a disaster in shipping and I've got to get this order in. Honey, I'm so sorry, but it looks like I'm gonna be here all night.",Rachel,Sad,4,20
"What, do you, well umm, oh how about I come up there?",Ross,Sad,4,21
"No-no-no, no, honey please, I've got, I've just have so much to deal with.",Rachel,Powerful,4,22
"Anyway, I'm going out with Sergei again tonight, and um, could you come and be the translator's date? So that when we, it's time for our alone time, you two could split off. Y'know, he's really, he's kinda cute.",Phoebe,Joyful,4,24
"Yeah, well kinda cute, like really kinda cute, or kinda cute like your friend Spackel Back Larry?",Monica,Neutral,4,25
"Hey, don't call him that! His name is Spackel Back Harry!",Phoebe,Mad,4,26
"Hey, y'know what, maybe we should get going. I mean what time did Chloe say we should be there?",Chandler,Neutral,5,1
